schema_version,memory_cap_gib,stripe_degree,depth_span,chunk_rows,block_candidates,maximum_context,hardware_class,expert_allocation_overhead_factor,block,chunk,local_profile,inter_pod_profile,compute_slowdown,heterogeneity,jitter_fraction,activation_strategy,placement_family,target_pass_ms,exact_tok_s_per_user,total_physical_compute_work_ms,critical_path_compute_ms,network_critical_path_ms,total_network_bytes,network_bytes_per_accepted_token,worker_seconds_per_accepted_token,average_worker_utilization,p50_worker_utilization,p95_worker_utilization,active_workers,active_workers_per_token,active_workers_per_chunk,peak_simultaneous_workers,total_task_count,all_compute_resources_are_microworkers,evidence_class,valid,max_worker_peak_gib,max_layer_fraction,max_expert_fraction,worker_count,pod_count,equivalent_unsharded_compute_work_ms,compute_work_inflation,compute_work_denominator_source,minimum_workers_required_for_capacity,total_resident_model_bytes,total_cluster_accounted_peak_bytes,replicated_weight_bytes,weight_replication_factor,unused_capacity_bytes
experiment-019-worker-simulation-result-v1,20.0,8,1,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,C_full_layer_stripes_plus_worker_wavefront,798.6123148799973,10.01737620487622,6874.432000000009,189.42679999999913,609.1855148799963,1139289984,142411248.0,0.8593040000000011,0.011569854089186768,0.010849820167501434,0.016737533031917426,744,744,744,32,56336,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,2.5401510344818234,0.125,0.125,744,93,2983.5468,2.304114016244025,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,2,4,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,4,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,966.6945485600057,17.585699666273392,10397.812499999969,356.47819999999894,610.2163485600005,2398568368,141092256.94117647,0.6116360294117629,0.028606509357200143,0.028038846438490597,0.035702590907760394,376,376,376,32,34980,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,4.7759949862957,0.125,0.125,376,47,3322.7449500000002,3.129283967461893,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,4,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,732.6917580799982,10.918643360973263,6874.432000000008,224.76699999999929,507.9247580799988,1123463040,140432880.0,0.859304000000001,0.04886684330550926,0.046332171237953954,0.07222027464682176,192,192,192,34,55784,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,9.013638980686665,0.125,0.125,192,24,2983.5468,2.3041140162440246,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,4,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,844.2583724799971,15.398129795044476,11170.952000000027,261.92499999999933,582.3333724799965,1825627440,140432880.0,0.8593040000000021,0.06891497148646315,0.06534042397229195,0.10184938971634222,192,192,192,38,90649,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,9.013638980686665,0.125,0.125,192,24,4848.26355,2.3041140162440277,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,4,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,933.5116639999961,18.210806201560295,14608.167999999981,291.6513999999998,641.8602639999947,2387358960,140432880.0,0.859303999999999,0.08150322193867475,0.07727573503570104,0.12045355653960022,192,192,192,51,118541,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,9.013638980686665,0.125,0.125,192,24,6340.036949999998,2.3041140162440197,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,4,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,740.6549177599985,10.801251444052811,5038.909200000008,251.36739999999858,489.2875177599976,1123462592,140432824.0,0.629863650000001,0.035433935724577474,0.03444249054222344,0.051400455309386285,192,192,192,32,27892,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,9.014082972891629,0.125,0.125,192,24,2047.7826,2.460666088284962,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,4,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,817.7626638399988,15.897032934904868,8818.091099999996,280.05549999999874,537.7071638399981,1825626768,140432828.30769232,0.6783146999999997,0.056162453781927656,0.05459102252280697,0.08146923666966904,192,192,192,48,48811,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,9.014082972891629,0.125,0.125,192,24,3444.6172500000002,2.5599625328474436,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,4,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,869.7165553599988,19.546598136174662,11337.545699999993,299.180899999999,570.5356553599983,2387358064,140432827.29411766,0.666914452941176,0.0678953583481663,0.0659956392071226,0.09848898410878681,192,192,192,56,62757,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,9.014082972891629,0.125,0.125,192,24,4468.5085500000005,2.537210251057927,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,4,4,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,4,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,873.6118371200042,9.157385076618501,4159.125000000001,342.29039999999907,531.3214371200003,1123462368,140432796.0,0.5198906250000002,0.02479603463983784,0.024699756897909254,0.03139838408145569,192,192,192,16,13946,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,9.01497095823288,0.125,0.125,192,24,1474.9008000000001,2.8199354153174236,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,4,4,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,4,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,938.2381465600062,13.855757248480804,8318.250000000004,370.4917999999989,567.7463465600013,1825626432,140432802.46153846,0.639865384615385,0.04617614292154467,0.045996850755033694,0.058471295588589024,192,192,192,32,27892,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,9.01497095823288,0.125,0.125,192,24,2585.29455,3.2175250591852302,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,4,4,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,4,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,971.7859380800066,17.493564512352922,10397.81250000001,384.5924999999988,587.1934380800012,2387357616,140432800.94117647,0.6116360294117653,0.05572757468017762,0.05551119633052232,0.07056595214321192,192,192,192,40,34865,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,9.01497095823288,0.125,0.125,192,24,3322.7449500000002,3.129283967461905,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,8,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,858.2521670399966,9.321269793691275,6874.431999999998,276.78819999999956,581.4639670399962,1120710528,140088816.0,0.8593039999999997,0.08343546269581346,0.07910775248509933,0.123309213846783,96,96,96,34,55688,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,17.23030077945441,0.125,0.125,96,12,2983.5468,2.3041140162440215,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,8,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,1081.3853958399918,12.02161602145731,11170.951999999917,351.10420000000073,730.2811958399907,1821154608,140088816.0,0.8593039999999937,0.1076064868093987,0.10202505085090308,0.15903155402465408,96,96,96,42,90493,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,17.23030077945441,0.125,0.125,96,12,4848.26355,2.304114016244005,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,8,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,1259.8919788799813,13.49322027997405,14608.167999999918,410.55700000000166,849.3349788799862,2381509872,140088816.0,0.8593039999999952,0.12077893916107034,0.1145142618720831,0.17849911243972033,96,96,96,43,118337,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,17.23030077945441,0.125,0.125,96,12,6340.036949999998,2.30411401624401,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,8,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,787.5612526399982,10.157940062672022,5038.909199999996,280.05549999999874,507.5057526399974,1120710080,140088760.0,0.6298636499999996,0.06664705421203983,0.06478226274969079,0.09667819454648072,96,96,96,32,27844,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,17.23085478786379,0.125,0.125,96,12,2047.7826,2.460666088284956,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,8,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,941.3195902399991,13.810399926645015,8818.091099999974,337.43169999999947,603.887890239999,1821153936,140088764.30769232,0.6783146999999979,0.09758122169918976,0.09485088903465343,0.14155128755583132,96,96,96,48,48727,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,17.23085478786379,0.125,0.125,96,12,3444.6172500000002,2.559962532847437,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,8,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,1045.2273732799986,16.264403740836578,11337.545699999964,375.68249999999995,669.5448732799996,2381508976,140088763.29411766,0.6669144529411744,0.11298922836702528,0.1098277780840778,0.1639021368742006,96,96,96,56,62649,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,17.23085478786379,0.125,0.125,96,12,4468.5085500000005,2.53721025105792,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,8,4,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,4,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,875.3560238400046,9.139138570047951,4159.125000000002,356.39109999999897,518.9649238400004,1120709856,140088732.0,0.5198906250000003,0.049493254824414974,0.049301083016123716,0.06267164274410386,96,96,96,16,13922,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,17.231962804682553,0.125,0.125,96,12,1474.9008000000001,2.8199354153174245,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,8,4,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,4,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,1003.2371790400091,12.95805246416367,8318.250000000005,412.7938999999986,590.4432790400028,1821153600,140088738.46153846,0.6398653846153851,0.08636884608175444,0.08603349417591506,0.10936596279754161,96,96,96,32,27844,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,17.231962804682553,0.125,0.125,96,12,2585.29455,3.217525059185231,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
